Date,Year,Month,Day,Daily_Rainfall_Total_mm,Highest_30_Min_Rainfall_mm,Highest_60_Min_Rainfall_mm,Highest_120_Min_Rainfall_mm,Mean_Temperature_C,Maximum_Temperature_C,Minimum_Temperature_C,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
2004_04_23,2004,4,23,28.45769231,0,0,0,27.4,34.08,24.18,3.84,36
2004_04_24,2004,4,24,5.842307692,0,0,0,26.625,29.14,24.38,3.94,27
2004_04_25,2004,4,25,0.688461538,0,0,0,28.925,34.4,24.58,6.7,32.4
2004_04_26,2004,4,26,4.915384615,0,0,0,28.075,33.12,25.26,4.36,30.6
2004_04_27,2004,4,27,0.976923077,0,0,0,28.175,33.32,24.74,5,31.3
2004_04_28,2004,4,28,16.43846154,0,0,0,28.225,34.38,24.62,5.78,26.6
2004_04_29,2004,4,29,26.11538462,0,0,0,26.875,32.82,23.94,6.95,23.8
2004_04_30,2004,4,30,1.826923077,0,0,0,27.225,32.5,23.84,4.38,23.4
2004_05_01,2004,5,1,0.380769231,0,0,0,28.5,33.42,24.62,6.3,29.5
2004_05_02,2004,5,2,11.41923077,0,0,0,28.225,32.34,25.52,5.76,28.4
2004_05_03,2004,5,3,0.119230769,0,0,0,28.25,33.26,25.48,4.72,25.2
2004_05_04,2004,5,4,2.011538462,0,0,0,28.25,33.2,25.28,4.8,29.2
2004_05_05,2004,5,5,53.98461538,0,0,0,26.525,30.84,24.52,4.4,32.8
2004_05_06,2004,5,6,30.23846154,0,0,0,26.875,29.96,24.84,5.04,23.8
2004_05_07,2004,5,7,0.246153846,0,0,0,27.7,31.42,25.1,4.4,29.5
2004_05_08,2004,5,8,0,0,0,0,28.125,32.2,25.1,3.84,32.8
2004_05_09,2004,5,9,0.003846154,0,0,0,29.775,34.52,25.44,6.92,25.6
2004_05_10,2004,5,10,0,0,0,0,30.375,34.66,26.88,7.36,29.9
2004_05_11,2004,5,11,5.423076923,0,0,0,29,34.5,25.94,4.9,28.1
2004_05_12,2004,5,12,9.834615385,0,0,0,28.25,33.52,25.3,5.02,20.2
2004_05_13,2004,5,13,0,0,0,0,29.525,34.3,25.86,6.42,24.5
2004_05_14,2004,5,14,0.130769231,0,0,0,29.35,33.66,25.36,4.18,21.2
2004_05_15,2004,5,15,1.961538462,0,0,0,29.15,34.32,25.66,4.2,27.7
2004_05_16,2004,5,16,0.988461538,0,0,0,29.725,34.76,25.84,5.08,19.8
2004_05_17,2004,5,17,0.115384615,0,0,0,29.825,33.7,26.46,5.4,23
2004_05_18,2004,5,18,1.969230769,0,0,0,29.225,34,25.88,6.3,22.7
2004_05_19,2004,5,19,1.311538462,0,0,0,28.875,32.9,26.22,7.96,32
2004_05_20,2004,5,20,0.457692308,0,0,0,29.55,33.94,26.06,10.06,35.6
2004_05_21,2004,5,21,0.069230769,0,0,0,29.525,33.06,25.82,7.42,36
2004_05_22,2004,5,22,7.396153846,0,0,0,28.5,32.26,24.84,6.7,22.7
2004_05_23,2004,5,23,11.39615385,0,0,0,28.9,33.36,25.46,6.12,23
2004_05_24,2004,5,24,0.026923077,0,0,0,27.2,29.7,24,6.56,30.6
2004_05_25,2004,5,25,0,0,0,0,27.675,33.3,24.46,6.68,31.3
2004_05_26,2004,5,26,10.03846154,0,0,0,26.65,32.72,23.26,5.2,34.6
2004_05_27,2004,5,27,1.238461538,0,0,0,26.425,28.84,24.14,4.18,19.4
2004_05_28,2004,5,28,10.46153846,0,0,0,27.925,34.02,24.46,5.98,19.4
2004_05_29,2004,5,29,2.188461538,0,0,0,26.875,31.26,24.18,6.26,24.1
2004_05_30,2004,5,30,17.92307692,0,0,0,27.5,33.56,23.54,6.66,41.4
2004_05_31,2004,5,31,0.273076923,0,0,0,27.85,32.5,24.12,8.44,35.3
2004_06_01,2004,6,1,3.453846154,0,0,0,27.65,34.12,23.54,6.34,46.8
2004_06_02,2004,6,2,1.884615385,0,0,0,27.3,32.7,23.54,5.92,21.6
2004_06_03,2004,6,3,3.430769231,0,0,0,27.9,31.7,24.38,7.54,24.1
2004_06_04,2004,6,4,20.81923077,0,0,0,27.375,31.08,24.62,6.46,29.5
2004_06_05,2004,6,5,0.323076923,0,0,0,27.275,30.2,23.76,6.44,39.6
2004_06_06,2004,6,6,9.034615385,0,0,0,28.175,32.34,24.68,7.66,34.2
2004_06_07,2004,6,7,0.192307692,0,0,0,28.15,32.68,24.44,8.46,28.8
2004_06_08,2004,6,8,0,0,0,0,29.075,33.14,25.16,7.32,25.2
2004_06_09,2004,6,9,43.73076923,0,0,0,26.075,28.82,23.1,4.64,42.5
2004_06_10,2004,6,10,0,0,0,0,28.1,32.28,24.48,5.9,16.9
2004_06_11,2004,6,11,0.003846154,0,0,0,29.025,33.96,25.04,7.22,23.4
2004_06_12,2004,6,12,0,0,0,0,29.725,33.46,26.02,8.62,23.8
2004_06_13,2004,6,13,0,0,0,0,30.075,33.78,27.22,9.66,25.6
2004_06_14,2004,6,14,0,0,0,0,30,33.42,27.06,11.02,31.7
2004_06_15,2004,6,15,0,0,0,0,29.7,33.26,26.8,10.88,27.7
2004_06_16,2004,6,16,0,0,0,0,29.975,33.46,26.74,10.7,33.1
2004_06_17,2004,6,17,0,0,0,0,29.725,33.32,26.04,10.66,32.8
2004_06_18,2004,6,18,0,0,0,0,28.625,33.62,24.42,8.62,23.8
2004_06_19,2004,6,19,0,0,0,0,28.75,33.26,24.7,9.24,28.8
2004_06_20,2004,6,20,0,0,0,0,29.625,33.7,26.02,9.26,27.7
2004_06_21,2004,6,21,0,0,0,0,29.575,33.44,25.56,9.88,27.4
2004_06_22,2004,6,22,0.003846154,0,0,0,29,32.78,25.94,5.84,24.8
2004_06_23,2004,6,23,0.669230769,0,0,0,27.95,30.74,25.86,7.92,26.3
2004_06_24,2004,6,24,0,0,0,0,28.475,31.7,24.82,8.5,28.4
2004_06_25,2004,6,25,6.411538462,0,0,0,28.8,32.34,25.54,9.08,28.1
2004_06_26,2004,6,26,2.207692308,0,0,0,27.55,31.62,24.06,9.7,27.7
2004_06_27,2004,6,27,0.003846154,0,0,0,28.325,33.16,23.86,9.06,28.8
2004_06_28,2004,6,28,1.4,0,0,0,29.325,33.74,25.42,9.5,28.8
2004_06_29,2004,6,29,8.430769231,0,0,0,28.1,32.92,25.18,9.24,30.6
2004_06_30,2004,6,30,3.276923077,0,0,0,27.875,32.28,25,10.6,36
2004_07_01,2004,7,1,17.19615385,0,0,0,28,32.2,23.34,9.08,27
2004_07_02,2004,7,2,3.426923077,0,0,0,28.23333333,31.18,23.74,6.38,47.2
2004_07_03,2004,7,3,2.869230769,0,0,0,27.85,33.24,24.36,5.38,21.6
2004_07_04,2004,7,4,0.653846154,0,0,0,27.86666667,32.42,24.78,6.4,41.8
2004_07_05,2004,7,5,5.776923077,0,0,0,26.8,31.58,23.78,8.1,32
2004_07_06,2004,7,6,3.8,0,0,0,26.23333333,31.32,23.28,7.16,36
2004_07_07,2004,7,7,0.715384615,0,0,0,27.43333333,32,23.56,8.74,27.7
2004_07_08,2004,7,8,12.08846154,0,0,0,25.36666667,27.12,23.44,5.38,23.4
2004_07_09,2004,7,9,0.303846154,0,0,0,27,32.08,23.58,7.4,45.4
2004_07_10,2004,7,10,3.434615385,0,0,0,26.5,30.16,23.48,5.78,27
2004_07_11,2004,7,11,6.65,0,0,0,26.9,31.4,23.26,4.14,18.4
2004_07_12,2004,7,12,16.63076923,0,0,0,26.175,31.42,23.62,5.26,18
2004_07_13,2004,7,13,13.73076923,0,0,0,26.125,32.28,23.18,5.86,34.6
2004_07_14,2004,7,14,13.08076923,0,0,0,26.35,30.74,23.28,5.38,27
2004_07_15,2004,7,15,8.915384615,0,0,0,26.36666667,30.32,22.76,5.34,25.6
2004_07_16,2004,7,16,21.40384615,0,0,0,26.825,29.9,23.28,6.58,28.1
2004_07_17,2004,7,17,0.007692308,0,0,0,26.66666667,30.1,22.88,7.82,55.8
2004_07_18,2004,7,18,0.315384615,0,0,0,27.96666667,31.68,24.4,10.28,25.9
2004_07_19,2004,7,19,0,0,0,0,29,32.92,25.16,11.62,29.9
2004_07_20,2004,7,20,24.42692308,0,0,0,28.4,32.22,23.96,12.06,39.6
2004_07_21,2004,7,21,0.546153846,0,0,0,26.9,30.24,22.46,10.08,43.2
2004_07_22,2004,7,22,1.569230769,0,0,0,28.63333333,32.56,25.14,11.74,32.4
2004_07_23,2004,7,23,29.68076923,0,0,0,28.375,32.22,24.46,9.78,43.9
2004_07_24,2004,7,24,19.27692308,0,0,0,26.2,29.22,22.5,11.04,38.9
2004_07_25,2004,7,25,0.026923077,0,0,0,27.96666667,31.94,24.66,10.56,33.1
2004_07_26,2004,7,26,0.4,0,0,0,27.93333333,31.52,24.32,9.8,33.1
2004_07_27,2004,7,27,1.353846154,0,0,0,26.5,30.6,23.7,5.96,29.2
2004_07_28,2004,7,28,3.376923077,0,0,0,26.9,31.62,24.42,5.9,27.7
2004_07_29,2004,7,29,7,0,0,0,27.03333333,31.3,23.72,7.08,28.8
2004_07_30,2004,7,30,0.165384615,0,0,0,27.1,31.68,24,8.48,27
2004_07_31,2004,7,31,10.81538462,0,0,0,25.525,27.86,23.72,7.24,27
2004_08_01,2004,8,1,43.93461538,0,0,0,26.53333333,31.14,23.16,8.54,35.6
2004_08_02,2004,8,2,1.607692308,0,0,0,25.33333333,27.86,22.06,8.34,40.7
2004_08_03,2004,8,3,0,0,0,0,27.825,32.04,23.7,12,27.7
2004_08_04,2004,8,4,0,0,0,0,28.26666667,31.98,24.44,11.64,31
2004_08_05,2004,8,5,0,0,0,0,28.36666667,31.92,24.5,11.96,27.4
2004_08_06,2004,8,6,0,0,0,0,28.43333333,31.8,24.36,12.44,31
2004_08_07,2004,8,7,0,0,0,0,28.46666667,31.96,24.6,10.66,29.9
2004_08_08,2004,8,8,0,0,0,0,28.06666667,32.26,23.74,9.8,28.1
2004_08_09,2004,8,9,0,0,0,0,28.35,31.74,24.82,10.62,31.3
2004_08_10,2004,8,10,0,0,0,0,28.15,31.68,24.4,10.42,28.1
2004_08_11,2004,8,11,0,0,0,0,28.13333333,31.26,24.12,10.94,33.5
2004_08_12,2004,8,12,0,0,0,0,28.56666667,32.12,24.76,8.88,32.4
2004_08_13,2004,8,13,0,0,0,0,27.95,31.66,24.6,9.08,28.4
2004_08_14,2004,8,14,0,0,0,0,28.4,32.54,24.64,9.28,31.3
2004_08_15,2004,8,15,8.311538462,0,0,0,27.03333333,32.28,23.8,7.34,25.6
2004_08_16,2004,8,16,1.246153846,0,0,0,27.06666667,31.86,23.52,8.32,27.4
2004_08_17,2004,8,17,0,0,0,0,28.2,32.38,23.98,11.02,28.1
2004_08_18,2004,8,18,5.323076923,0,0,0,28.36666667,31.74,24.14,9.36,26.3
2004_08_19,2004,8,19,0.423076923,0,0,0,27.9,32.04,23.82,9.8,29.5
2004_08_20,2004,8,20,15.83846154,0,0,0,26.15,31.84,22.82,8.78,36
2004_08_21,2004,8,21,0.603846154,0,0,0,27.725,32.78,23.12,9.38,28.4
2004_08_22,2004,8,22,0.073076923,0,0,0,28.95,33.14,25.42,10.2,30.6
2004_08_23,2004,8,23,0,0,0,0,28.7,33,25.16,9.9,31.7
2004_08_24,2004,8,24,4.546153846,0,0,0,28.66666667,32.4,25.4,9.28,28.8
2004_08_25,2004,8,25,50.97307692,0,0,0,26.26666667,29.6,23.46,6.56,38.5
2004_08_26,2004,8,26,0.007692308,0,0,0,28.3,33.14,23.6,9.02,27.7
2004_08_27,2004,8,27,0.361538462,0,0,0,27.9,32.18,25,10.06,41.4
2004_08_28,2004,8,28,0.034615385,0,0,0,28.725,33.02,24.96,11.42,28.4
2004_08_29,2004,8,29,0,0,0,0,28.73333333,32.64,25.28,11.54,34.2
2004_08_30,2004,8,30,0.080769231,0,0,0,28.96666667,33,25.26,11.4,31
2004_08_31,2004,8,31,0.211538462,0,0,0,28.85,32.88,25.46,11.12,32.8
2004_09_01,2004,9,1,1.103846154,0,0,0,28.675,32.62,25.04,11.28,46.8
2004_09_02,2004,9,2,9.819230769,0,0,0,28.46666667,32.2,24.14,10.68,43.2
2004_09_03,2004,9,3,3.207692308,0,0,0,27.975,31.82,24.78,8.26,28.8
2004_09_04,2004,9,4,0,0,0,0,28.15,32.76,24.28,8.32,28.8
2004_09_05,2004,9,5,1.396153846,0,0,0,27.26666667,31.94,24.38,7.58,43.2
2004_09_06,2004,9,6,9.765384615,0,0,0,26.075,31.3,22.94,8.16,31.3
2004_09_07,2004,9,7,0.238461538,0,0,0,26.725,32.38,22.32,7.74,28.8
2004_09_08,2004,9,8,1.280769231,0,0,0,27.93333333,32.48,23.26,8.48,36
2004_09_09,2004,9,9,0.084615385,0,0,0,28.23333333,32.08,24.02,9.08,34.2
2004_09_10,2004,9,10,0.507692308,0,0,0,28.6,33.82,25.12,8.84,43.9
2004_09_11,2004,9,11,3.057692308,0,0,0,27.83333333,32.54,24.44,7.48,36.7
2004_09_12,2004,9,12,0.680769231,0,0,0,27.15,31.84,23.94,8.5,50.4
2004_09_13,2004,9,13,0.473076923,0,0,0,28.16666667,31.62,24.18,11.2,37.8
2004_09_14,2004,9,14,17.87692308,0,0,0,27.05,31.54,24.38,7.5,36.4
2004_09_15,2004,9,15,21.26923077,0,0,0,25.825,31.56,23.3,6.08,36.7
2004_09_16,2004,9,16,17.44230769,0,0,0,25.06666667,29.14,22.86,5.44,36
2004_09_17,2004,9,17,0.369230769,0,0,0,26.96666667,31.88,23.54,6.32,38.2
2004_09_18,2004,9,18,1.223076923,0,0,0,27.73333333,32.86,23.84,7.56,31.7
2004_09_19,2004,9,19,10.48076923,0,0,0,26.96666667,32.2,23.64,7.42,54
2004_09_20,2004,9,20,1.673076923,0,0,0,27.2,31.7,23.24,7.28,23.4
2004_09_21,2004,9,21,30.03846154,0,0,0,26.325,32.02,23.62,6.54,27.4
2004_09_22,2004,9,22,0,0,0,0,27.6,32.68,23.14,8.1,31
2004_09_23,2004,9,23,1.123076923,0,0,0,28.4,33.2,23.94,7.42,25.6
2004_09_24,2004,9,24,2.565384615,0,0,0,27.46666667,32.24,24.24,5.8,27
2004_09_25,2004,9,25,1.723076923,0,0,0,27.35,32,24.74,6,29.5
2004_09_26,2004,9,26,5.469230769,0,0,0,27.1,32.58,24.02,7.08,30.6
2004_09_27,2004,9,27,3.211538462,0,0,0,27.7,32.04,23.8,7.1,25.2
2004_09_28,2004,9,28,7.934615385,0,0,0,27.26666667,31.92,24.34,6.22,38.5
2004_09_29,2004,9,29,10.45384615,0,0,0,26.23333333,28.38,24.1,5.76,25.9
2004_09_30,2004,9,30,2.965384615,0,0,0,25.7,27.52,23.92,6.6,27.4
2004_10_01,2004,10,1,0,0,0,0,27.26666667,30.78,23.66,5.46,20.2
2004_10_02,2004,10,2,0.176923077,0,0,0,28.125,33.02,23.5,6.46,21.6
2004_10_03,2004,10,3,5.742307692,0,0,0,27.26666667,32.82,23.48,6.44,25.9
2004_10_04,2004,10,4,0.003846154,0,0,0,28.3,33.34,23.08,9.04,29.2
2004_10_05,2004,10,5,0,0,0,0,29.13333333,32.58,25.48,8.6,28.1
2004_10_06,2004,10,6,0,0,0,0,28.8,32.66,25.02,10.18,43.2
2004_10_07,2004,10,7,0.084615385,0,0,0,28.825,32.4,25.72,9.98,32
2004_10_08,2004,10,8,11.66538462,0,0,0,28.35,32.6,25.12,8.14,43.2
2004_10_09,2004,10,9,0.1,0,0,0,26.95,30.5,24.02,8.72,31.7
2004_10_10,2004,10,10,7.457692308,0,0,0,28.725,33.46,24.38,7.84,30.6
2004_10_11,2004,10,11,0.107692308,0,0,0,27.875,32.3,24.3,7.48,32.4
2004_10_12,2004,10,12,0.580769231,0,0,0,29.06666667,33.7,25.2,7.84,41.8
2004_10_13,2004,10,13,2.823076923,0,0,0,27.375,33.1,24.18,5.86,28.8
2004_10_14,2004,10,14,0,0,0,0,28.1,33.66,23.62,6.52,20.2
2004_10_15,2004,10,15,0,0,0,0,29.175,34.44,25,6.96,25.6
2004_10_16,2004,10,16,0.15,0,0,0,28.475,33.3,24.58,6.24,20.5
2004_10_17,2004,10,17,9.073076923,0,0,0,27.425,33.22,24.12,6.32,34.9
2004_10_18,2004,10,18,12.54615385,0,0,0,27.05,30.72,23.88,4.68,18.7
2004_10_19,2004,10,19,18.81153846,0,0,0,25.725,30.22,23.56,4.38,28.4
2004_10_20,2004,10,20,6.792307692,0,0,0,27.475,33.06,24.02,5.46,30.6
2004_10_21,2004,10,21,7.334615385,0,0,0,26.625,30.74,24.22,5.54,46.8
2004_10_22,2004,10,22,25.89615385,0,0,0,26.4,31.48,24.2,4.82,32.4
2004_10_23,2004,10,23,7.176923077,0,0,0,26.2,30.68,23.4,4.4,28.8
2004_10_24,2004,10,24,10.40384615,0,0,0,26,30.5,23.82,4.66,32.4
2004_10_25,2004,10,25,7.184615385,0,0,0,27.1,31.94,23.5,6.72,45
2004_10_26,2004,10,26,1.565384615,0,0,0,26.16666667,27.92,24.2,5.44,21.6
2004_10_27,2004,10,27,9.923076923,0,0,0,27.3,31.16,23.8,7.22,37.8
2004_10_28,2004,10,28,3.019230769,0,0,0,25.625,29.46,23.54,5.8,19.1
2004_10_29,2004,10,29,9.334615385,0,0,0,25.9,31.88,23.62,5.34,31.3
2004_10_30,2004,10,30,21.42307692,0,0,0,26.7,33.14,23.5,6.98,25.2
2004_10_31,2004,10,31,2.980769231,0,0,0,26.66666667,33.08,23.66,5.78,21.6
2004_11_01,2004,11,1,25.96153846,0,0,0,26.3,31.94,23.64,5.32,28.8
2004_11_02,2004,11,2,4.853846154,0,0,0,26.675,31.56,24.02,4.54,19.8
2004_11_03,2004,11,3,17.18846154,0,0,0,26.825,33,23.94,6.16,31
2004_11_04,2004,11,4,52.18076923,0,0,0,26.275,32.64,23.56,5.86,24.1
2004_11_05,2004,11,5,8.846153846,0,0,0,26.1,32.04,23.64,7.02,45
2004_11_06,2004,11,6,0.023076923,0,0,0,27.63333333,33.24,23.6,7.26,20.5
2004_11_07,2004,11,7,0.526923077,0,0,0,27.85,33.26,23.98,6.88,17.3
2004_11_08,2004,11,8,0.169230769,0,0,0,27.2,31.56,24.32,6.96,19.8
2004_11_09,2004,11,9,5.657692308,0,0,0,26.95,32.64,23.6,7,31.7
2004_11_10,2004,11,10,3.753846154,0,0,0,27.275,32.24,24.16,5.34,27
2004_11_11,2004,11,11,4.269230769,0,0,0,27.225,32.56,24.28,6.04,27
2004_11_12,2004,11,12,3.746153846,0,0,0,26.55,32.16,24.28,6.74,34.9
2004_11_13,2004,11,13,5.919230769,0,0,0,27.4,32.72,24.14,6.36,26.6
2004_11_14,2004,11,14,6.719230769,0,0,0,26.725,31.16,24.44,4.14,41.4
2004_11_15,2004,11,15,5.076923077,0,0,0,27.3,33.02,23.92,5.48,21.2
2004_11_16,2004,11,16,7.834615385,0,0,0,26.275,32.26,24.26,7.04,29.9
2004_11_17,2004,11,17,14.00384615,0,0,0,27.325,32.48,24.48,10.06,32.4
2004_11_18,2004,11,18,0,0,0,0,28.075,32.88,23.98,12.74,28.4
2004_11_19,2004,11,19,33.78076923,0,0,0,26.925,31.62,23.8,12.52,39.6
2004_11_20,2004,11,20,0.238461538,0,0,0,25.7,28.88,22.64,11.3,27.7
2004_11_21,2004,11,21,6.742307692,0,0,0,27.125,32.24,24.3,11.36,32.4
2004_11_22,2004,11,22,0.003846154,0,0,0,26.7,29.5,24.14,9.42,25.6
2004_11_23,2004,11,23,24.44230769,0,0,0,26.7,31.94,23.58,10.4,28.8
2004_11_24,2004,11,24,8.880769231,0,0,0,27.3,31.92,24.18,6.78,21.6
2004_11_25,2004,11,25,26.40769231,0,0,0,26.8,33.04,24.02,6.08,22.7
2004_11_26,2004,11,26,9.784615385,0,0,0,26.33333333,29.12,23.58,6.74,43.2
2004_11_27,2004,11,27,3.834615385,0,0,0,27.75,32.8,24.22,11.92,29.9
2004_11_28,2004,11,28,35.78461538,0,0,0,26.175,32.02,23.6,7.48,35.3
2004_11_29,2004,11,29,0.134615385,0,0,0,26.775,31.32,23.88,11.08,27
2004_11_30,2004,11,30,1.073076923,0,0,0,27.35,31.84,24.62,12.34,27.7
2004_12_01,2004,12,1,0.207692308,0,0,0,27.625,31.54,25.06,12.78,31.7
2004_12_02,2004,12,2,3.196153846,0,0,0,27.675,32.72,24.54,7.9,25.2
2004_12_03,2004,12,3,0.415384615,0,0,0,28.125,33.28,24.36,6.78,25.9
2004_12_04,2004,12,4,0,0,0,0,27.525,30.48,25.2,8.06,22.7
2004_12_05,2004,12,5,0.65,0,0,0,27.65,31.8,24.56,13.8,28.8
2004_12_06,2004,12,6,3.734615385,0,0,0,25.3,26.7,23.68,9.08,29.2
2004_12_07,2004,12,7,1.696153846,0,0,0,24.4,25.66,23.4,9.24,23
2004_12_08,2004,12,8,2.392307692,0,0,0,26.03333333,30.36,22.74,9.3,27.4
2004_12_09,2004,12,9,0.003846154,0,0,0,26.325,30.38,23.18,8.02,23.4
2004_12_10,2004,12,10,30.6,0,0,0,26.575,32.28,23.46,7.38,25.9
2004_12_11,2004,12,11,12.16538462,0,0,0,26.475,30.66,23.84,8.56,23.8
2004_12_12,2004,12,12,10.22692308,0,0,0,25.725,29.98,23.48,10.14,25.2
2004_12_13,2004,12,13,1.342307692,0,0,0,26.6,30.46,24.4,17.72,45.4
2004_12_14,2004,12,14,0.142307692,0,0,0,27.125,31.36,24.06,15.76,34.9
2004_12_15,2004,12,15,2.611538462,0,0,0,27.225,31.7,23.8,11.92,27
2004_12_16,2004,12,16,8.753846154,0,0,0,27.025,31.32,24.32,11.42,31.3
2004_12_17,2004,12,17,17.34230769,0,0,0,26.875,31.88,24.54,13.16,34.6
2004_12_18,2004,12,18,6.346153846,0,0,0,26.475,30.86,24.54,13.52,31.7
2004_12_19,2004,12,19,0,0,0,0,27.1,31.44,23.52,12.38,27
2004_12_20,2004,12,20,0,0,0,0,27.13333333,31.62,23.44,13.92,27.7
2004_12_21,2004,12,21,0,0,0,0,26.875,31.02,23.42,15.4,28.8
2004_12_22,2004,12,22,0,0,0,0,26.6,30.78,22.9,14.66,36
2004_12_23,2004,12,23,0.315384615,0,0,0,26.65,31.32,23.06,12.84,31.7
2004_12_24,2004,12,24,0,0,0,0,27.36666667,31.66,24.16,15.22,32
2004_12_25,2004,12,25,0.534615385,0,0,0,27.4,31.8,24.12,14.1,36
2004_12_26,2004,12,26,0,0,0,0,26.95,29.72,24.74,13.16,28.4
2004_12_27,2004,12,27,2.034615385,0,0,0,26.9,32.34,23,13.22,34.6
2004_12_28,2004,12,28,17.25769231,0,0,0,24.7,26.18,23.14,6.9,27
2004_12_29,2004,12,29,0.146153846,0,0,0,24.65,26.84,22.78,11.06,24.5
2004_12_30,2004,12,30,15.15384615,0,0,0,25.075,28.7,23.4,7.32,24.5
2004_12_31,2004,12,31,32.86538462,0,0,0,25.2,27.6,23.4,7.9,43.2
2005_01_01,2005,1,1,16.18461538,0,0,0,25.55,27.6,24.16,11.26,34.9
2005_01_02,2005,1,2,66.93076923,0,0,0,24.275,25.94,23.22,9.5,28.8
2005_01_03,2005,1,3,0.615384615,0,0,0,25.55,28.94,23.2,11.38,29.5
2005_01_04,2005,1,4,12.55,0,0,0,26.175,29.48,23.58,10.5,29.2
2005_01_05,2005,1,5,2.407692308,0,0,0,26.63333333,30.74,23.34,13.72,35.3
2005_01_06,2005,1,6,0.146153846,0,0,0,26.4,30.16,23.64,12.2,33.5
2005_01_07,2005,1,7,7.703846154,0,0,0,25.875,29.7,23.42,9.8,25.6
2005_01_08,2005,1,8,9.753846154,0,0,0,24.525,26.86,23.1,9.88,27
2005_01_09,2005,1,9,1.623076923,0,0,0,26,29.5,23.86,9.58,29.5
2005_01_10,2005,1,10,3.757692308,0,0,0,25.35,27.66,24.04,8.58,29.2
2005_01_11,2005,1,11,0,0,0,0,26.4,30.16,23.88,11.84,33.8
2005_01_12,2005,1,12,0.023076923,0,0,0,27.275,31.74,24.54,14.9,36.4
2005_01_13,2005,1,13,0,0,0,0,27.275,31.46,24.1,15.16,35.6
2005_01_14,2005,1,14,0.019230769,0,0,0,27.075,31.48,23.9,14.42,41.8
2005_01_15,2005,1,15,0.011538462,0,0,0,26.85,31.2,23.88,15.18,37.1
2005_01_16,2005,1,16,0.111538462,0,0,0,26.475,30.34,23.6,16.76,41.4
2005_01_17,2005,1,17,2.965384615,0,0,0,25.375,28.26,23.5,10.54,39.6
2005_01_18,2005,1,18,0.023076923,0,0,0,26.05,29.92,23.44,12.68,35.6
2005_01_19,2005,1,19,0,0,0,0,26.175,31.04,22.58,13.06,34.6
2005_01_20,2005,1,20,0.011538462,0,0,0,26.275,31.34,22,12.9,32
2005_01_21,2005,1,21,0,0,0,0,26.65,32.22,22,10.08,28.4
2005_01_22,2005,1,22,0.003846154,0,0,0,26.975,31.82,23.32,12.42,32.8
2005_01_23,2005,1,23,0,0,0,0,27.05,32.14,23.4,15.36,36
2005_01_24,2005,1,24,0,0,0,0,26.85,31.98,22.94,13.58,34.2
2005_01_25,2005,1,25,0,0,0,0,26.85,32.4,22.32,12.28,31
2005_01_26,2005,1,26,0,0,0,0,26.825,33.04,21.72,8.92,24.5
2005_01_27,2005,1,27,0,0,0,0,27.15,33.3,22.96,8.84,29.5
2005_01_28,2005,1,28,1,0,0,0,27.1,32.3,23.62,10.1,27.4
2005_01_29,2005,1,29,0,0,0,0,27.325,32.44,23.74,9.42,29.2
2005_01_30,2005,1,30,0.038461538,0,0,0,27.2,32.76,22.98,9.18,30.6
2005_01_31,2005,1,31,0,0,0,0,27.375,32.8,23.44,9.98,27.7
2005_02_01,2005,2,1,0.169230769,0,0,0,27.675,32.9,24.22,12.1,34.9
2005_02_02,2005,2,2,0.042307692,0,0,0,27.7,32.84,23.86,9.52,26.3
2005_02_03,2005,2,3,0.415384615,0,0,0,28,32.8,24.44,12.2,32.4
2005_02_04,2005,2,4,3.065384615,0,0,0,28.15,33.84,24.84,11.98,31.7
2005_02_05,2005,2,5,1.146153846,0,0,0,27.95,33.4,24.06,11.46,33.1
2005_02_06,2005,2,6,0,0,0,0,27.6,33.1,23.32,11.02,32.8
2005_02_07,2005,2,7,0,0,0,0,27.525,33.86,22.28,13.58,36
2005_02_08,2005,2,8,0,0,0,0,27.95,33.48,23.78,13.1,34.6
2005_02_09,2005,2,9,0,0,0,0,28.15,34.14,23.52,11.04,28.8
2005_02_10,2005,2,10,1.376923077,0,0,0,28.4,34.14,24.5,14.68,35.3
2005_02_11,2005,2,11,0,0,0,0,28.425,33.62,24.9,15.84,36
2005_02_12,2005,2,12,0.015384615,0,0,0,28.425,33.88,24.5,13.68,35.3
2005_02_13,2005,2,13,0.230769231,0,0,0,28.2,33.22,24.64,13.5,32.4
2005_02_14,2005,2,14,0,0,0,0,28.25,33.96,24.32,11.58,33.5
2005_02_15,2005,2,15,0,0,0,0,28.8,34.36,25.02,12.84,30.6
2005_02_16,2005,2,16,0.065384615,0,0,0,29.1,34.78,24.96,9.92,25.9
2005_02_17,2005,2,17,2.269230769,0,0,0,28.525,34.24,24.82,9.02,30.2
2005_02_18,2005,2,18,10.04230769,0,0,0,28.225,35.1,24.48,7.7,30.6
2005_02_19,2005,2,19,0,0,0,0,28.675,35.22,24.26,11.34,31.3
2005_02_20,2005,2,20,0.026923077,0,0,0,28.3,34.5,23.58,12.24,38.5
2005_02_21,2005,2,21,0,0,0,0,28.7,33.94,25.06,15.04,37.8
2005_02_22,2005,2,22,0,0,0,0,28.63333333,34.4,24.02,15.16,36
2005_02_23,2005,2,23,0,0,0,0,28.975,35.04,24.56,11.4,34.6
2005_02_24,2005,2,24,3.288461538,0,0,0,28.725,34.36,25.84,9.68,34.2
