Date,Year,Month,Day,Daily_Rainfall_Total_mm,Highest_30_Min_Rainfall_mm,Highest_60_Min_Rainfall_mm,Highest_120_Min_Rainfall_mm,Mean_Temperature_C,Maximum_Temperature_C,Minimum_Temperature_C,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
2020_05_05,2020,5,5,2.565384615,0,0,0,NA,NA,NA,7.829411765,34.02222222
2020_05_06,2020,5,6,8.376923077,0,0,0,NA,NA,NA,8.56,41.38
2020_05_07,2020,5,7,0,0,0,0,NA,NA,NA,7.376470588,26.5
2020_05_08,2020,5,8,29.20961538,0,0,0,NA,NA,NA,9.8125,38.44705882
2020_05_09,2020,5,9,0.192307692,0,0,0,NA,NA,NA,9.264705882,28.71666667
2020_05_10,2020,5,10,8.794230769,0,0,0,NA,NA,NA,10.24375,35.35882353
2020_05_11,2020,5,11,9.663461538,0,0,0,NA,NA,NA,8.616666667,34.01052632
2020_05_12,2020,5,12,0.284615385,0,0,0,NA,NA,NA,9.48125,32.12352941
2020_05_13,2020,5,13,8.771153846,0,0,0,NA,NA,NA,9.047058824,44.63333333
2020_05_14,2020,5,14,1.623076923,0,0,0,NA,NA,NA,8.158823529,34.87777778
2020_05_15,2020,5,15,0.2,0,0,0,NA,NA,NA,8.870588235,28.61111111
2020_05_16,2020,5,16,2.188461538,0,0,0,NA,NA,NA,8.705882353,31.55555556
2020_05_17,2020,5,17,30.90576923,0,0,0,NA,NA,NA,8.44375,43.15882353
2020_05_18,2020,5,18,0.826923077,0,0,0,NA,NA,NA,8.117647059,26.61111111
2020_05_19,2020,5,19,2.094230769,0,0,0,NA,NA,NA,7.488888889,27.18421053
2020_05_20,2020,5,20,9.032692308,0,0,0,NA,NA,NA,8.129411765,36.63333333
2020_05_21,2020,5,21,4.013461538,0,0,0,NA,NA,NA,7.65,31.91666667
2020_05_22,2020,5,22,35.38076923,0,0,0,NA,NA,NA,7.873333333,39.5125
2020_05_23,2020,5,23,4.753846154,0,0,0,NA,NA,NA,7.175,25.8
2020_05_24,2020,5,24,0.126923077,0,0,0,NA,NA,NA,8.1,26.375
2020_05_25,2020,5,25,1.346153846,0,0,0,NA,NA,NA,8.246666667,30.97647059
2020_05_26,2020,5,26,9.119230769,0,0,0,NA,NA,NA,7.5375,34.60588235
2020_05_27,2020,5,27,13.67307692,0,0,0,NA,NA,NA,7.294117647,32.15
2020_05_28,2020,5,28,11.58076923,0,0,0,NA,NA,NA,8.65625,30.10555556
2020_05_29,2020,5,29,5.277358491,0,0,0,NA,NA,NA,7.270588235,30.99444444
2020_05_30,2020,5,30,2.252830189,0,0,0,NA,NA,NA,7.3,31.81176471
2020_05_31,2020,5,31,0.290566038,0,0,0,NA,NA,NA,8.19375,30.43529412
2020_06_01,2020,6,1,14.17222222,0,0,0,NA,NA,NA,8.076470588,35.25555556
2020_06_02,2020,6,2,1.288888889,0,0,0,NA,NA,NA,7.40625,27.03529412
2020_06_03,2020,6,3,1.783333333,0,0,0,NA,NA,NA,8.223529412,29.79444444
2020_06_04,2020,6,4,20.57222222,0,0,0,NA,NA,NA,8.8,36.82352941
2020_06_05,2020,6,5,9.98490566,0,0,0,NA,NA,NA,10.875,35.84117647
2020_06_06,2020,6,6,3.898113208,0,0,0,NA,NA,NA,7.19375,28.17058824
2020_06_07,2020,6,7,0.377358491,0,0,0,NA,NA,NA,7.933333333,28.9625
2020_06_08,2020,6,8,2.241509434,0,0,0,NA,NA,NA,7.75,29.54117647
2020_06_09,2020,6,9,0,0,0,0,NA,NA,NA,9.68125,31.02352941
2020_06_10,2020,6,10,10.87777778,0,0,0,NA,NA,NA,10.85333333,37.4875
2020_06_11,2020,6,11,3.805555556,0,0,0,NA,NA,NA,7.98,28.5625
2020_06_12,2020,6,12,7.568518519,0,0,0,NA,NA,NA,7.74375,29.68888889
2020_06_13,2020,6,13,20.78148148,0,0,0,NA,NA,NA,8.16875,34.80588235
2020_06_14,2020,6,14,7.444444444,0,0,0,NA,NA,NA,7.9,31.93888889
2020_06_15,2020,6,15,1.45,0,0,0,NA,NA,NA,8.858823529,34.45555556
2020_06_16,2020,6,16,6.233333333,0,0,0,NA,NA,NA,7.316666667,30.80526316
2020_06_17,2020,6,17,24.14814815,0,0,0,NA,NA,NA,6.847058824,31.68333333
2020_06_18,2020,6,18,3.631481481,0,0,0,NA,NA,NA,6.888888889,25.63684211
2020_06_19,2020,6,19,3.148148148,0,0,0,NA,NA,NA,8.177777778,30.07894737
2020_06_20,2020,6,20,29.8537037,0,0,0,NA,NA,NA,7.482352941,40.52352941
2020_06_21,2020,6,21,15.53518519,0,0,0,NA,NA,NA,7.34375,32.275
2020_06_22,2020,6,22,11.85555556,0,0,0,NA,NA,NA,8.0125,42.76470588
2020_06_23,2020,6,23,53.32222222,0,0,0,NA,NA,NA,9.221428571,37.1
2020_06_24,2020,6,24,15.95,0,0,0,NA,NA,NA,9.928571429,38.24666667
2020_06_25,2020,6,25,0.022222222,0,0,0,NA,NA,NA,8.776470588,29.09444444
2020_06_26,2020,6,26,0,0,0,0,NA,NA,NA,8.829411765,31.88333333
2020_06_27,2020,6,27,1.155555556,0,0,0,NA,NA,NA,10.37058824,33.08333333
2020_06_28,2020,6,28,3.387037037,0,0,0,NA,NA,NA,9.894444444,37.14210526
2020_06_29,2020,6,29,2.103703704,0,0,0,NA,NA,NA,10.02941176,33.78888889
2020_06_30,2020,6,30,0.961111111,0,0,0,NA,NA,NA,10.63529412,32.82777778
2020_07_01,2020,7,1,1.118518519,0,0,0,NA,NA,NA,8.238888889,28.47368421
2020_07_02,2020,7,2,0,0,0,0,NA,NA,NA,9.422222222,28.54210526
2020_07_03,2020,7,3,0.051851852,0,0,0,NA,NA,NA,9.483333333,29.19473684
2020_07_04,2020,7,4,12.78703704,0,0,0,NA,NA,NA,9.238888889,33.23157895
2020_07_05,2020,7,5,9.194444444,0,0,0,NA,NA,NA,7.8,37.21052632
2020_07_06,2020,7,6,5.259259259,0,0,0,NA,NA,NA,9.427777778,32.29473684
2020_07_07,2020,7,7,5.133333333,0,0,0,NA,NA,NA,7.2,31.06111111
2020_07_08,2020,7,8,5.322222222,0,0,0,NA,NA,NA,7.005882353,26.78888889
2020_07_09,2020,7,9,18.77962963,0,0,0,NA,NA,NA,9.70625,35.47058824
2020_07_10,2020,7,10,0.1,0,0,0,NA,NA,NA,7.452941176,24.52777778
2020_07_11,2020,7,11,2.97037037,0,0,0,NA,NA,NA,7.2,26.25789474
2020_07_12,2020,7,12,5.62962963,0,0,0,NA,NA,NA,8.494117647,34.96111111
2020_07_13,2020,7,13,28.17407407,0,0,0,NA,NA,NA,8.7,34.8
2020_07_14,2020,7,14,0.1,0,0,0,NA,NA,NA,8.158823529,25.78333333
2020_07_15,2020,7,15,1.737037037,0,0,0,NA,NA,NA,7.927777778,26.72105263
2020_07_16,2020,7,16,5.807407407,0,0,0,NA,NA,NA,7.752941176,32.16666667
2020_07_17,2020,7,17,0.044444444,0,0,0,NA,NA,NA,7.811764706,25.59444444
2020_07_18,2020,7,18,0.685185185,0,0,0,NA,NA,NA,7.6,28.85555556
2020_07_19,2020,7,19,0.014814815,0,0,0,NA,NA,NA,8.055555556,26.81666667
2020_07_20,2020,7,20,0,0,0,0,NA,NA,NA,9.5,29.92631579
2020_07_21,2020,7,21,0.040740741,0,0,0,NA,NA,NA,8.744444444,29.57777778
2020_07_22,2020,7,22,19.18888889,0,0,0,NA,NA,NA,6.694117647,29.85882353
2020_07_23,2020,7,23,5.153703704,0,0,0,NA,NA,NA,7.488888889,32.55555556
2020_07_24,2020,7,24,12.78148148,0,0,0,NA,NA,NA,7.672222222,32.84210526
2020_07_25,2020,7,25,6.844444444,0,0,0,NA,NA,NA,7.822222222,34.91578947
2020_07_26,2020,7,26,5.683333333,0,0,0,NA,NA,NA,8.894444444,41.41578947
2020_07_27,2020,7,27,25.8537037,0,0,0,NA,NA,NA,8.141176471,42.42777778
2020_07_28,2020,7,28,0.762962963,0,0,0,NA,NA,NA,8.266666667,31.76842105
2020_07_29,2020,7,29,15.12407407,0,0,0,NA,NA,NA,7.023529412,33.28333333
2020_07_30,2020,7,30,0.216666667,0,0,0,NA,NA,NA,8.277777778,27.32222222
2020_07_31,2020,7,31,4.494444444,0,0,0,NA,NA,NA,9.111111111,33.24210526
2020_08_01,2020,8,1,3.612962963,0,0,0,NA,NA,NA,9.061111111,32.12631579
2020_08_02,2020,8,2,0.022222222,0,0,0,NA,NA,NA,9.244444444,30.25789474
2020_08_03,2020,8,3,0,0,0,0,NA,NA,NA,9.405555556,27.41578947
2020_08_04,2020,8,4,4.059259259,0,0,0,NA,NA,NA,8.772222222,45.62105263
2020_08_05,2020,8,5,0,0,0,0,NA,NA,NA,8.994444444,28.66842105
2020_08_06,2020,8,6,0,0,0,0,NA,NA,NA,7.794444444,24.96111111
2020_08_07,2020,8,7,0,0,0,0,NA,NA,NA,9.027777778,28.22777778
2020_08_08,2020,8,8,0,0,0,0,NA,NA,NA,9.1,27.12777778
2020_08_09,2020,8,9,0,0,0,0,NA,NA,NA,8.927777778,27.47894737
2020_08_10,2020,8,10,0,0,0,0,NA,NA,NA,10.11666667,30.33157895
2020_08_11,2020,8,11,0.005555556,0,0,0,NA,NA,NA,9.222222222,30.35789474
2020_08_12,2020,8,12,5.690740741,0,0,0,NA,NA,NA,8.45,35.95789474
2020_08_13,2020,8,13,32.27222222,0,0,0,NA,NA,NA,8.247058824,33.57777778
2020_08_14,2020,8,14,34.43888889,0,0,0,NA,NA,NA,7.658823529,37.15
2020_08_15,2020,8,15,6.257407407,0,0,0,NA,NA,NA,7.241176471,28.52222222
2020_08_16,2020,8,16,0.853703704,0,0,0,NA,NA,NA,8.147058824,33.67777778
2020_08_17,2020,8,17,25.97592593,0,0,0,NA,NA,NA,7.417647059,33.92777778
2020_08_18,2020,8,18,2.587037037,0,0,0,NA,NA,NA,7.877777778,37.61052632
2020_08_19,2020,8,19,2.598148148,0,0,0,NA,NA,NA,7.061111111,30.32777778
2020_08_20,2020,8,20,1.918518519,0,0,0,NA,NA,NA,8.65,32.26842105
2020_08_21,2020,8,21,0.055555556,0,0,0,NA,NA,NA,10.25,30.01052632
2020_08_22,2020,8,22,11.92407407,0,0,0,NA,NA,NA,8.111764706,36.65263158
2020_08_23,2020,8,23,14.9537037,0,0,0,NA,NA,NA,6.682352941,38.01111111
2020_08_24,2020,8,24,0.151851852,0,0,0,NA,NA,NA,8.75,29.78235294
2020_08_25,2020,8,25,1.075925926,0,0,0,NA,NA,NA,8.411111111,35.99473684
2020_08_26,2020,8,26,5.272222222,0,0,0,NA,NA,NA,9.544444444,41.50526316
2020_08_27,2020,8,27,0.044444444,0,0,0,NA,NA,NA,8.716666667,32.24210526
2020_08_28,2020,8,28,1.222222222,0,0,0,NA,NA,NA,9.311111111,32.05
2020_08_29,2020,8,29,8.662962963,0,0,0,NA,NA,NA,7.611111111,34.37647059
2020_08_30,2020,8,30,0.061111111,0,0,0,NA,NA,NA,8.783333333,33.27777778
2020_08_31,2020,8,31,0.531481481,0,0,0,NA,NA,NA,9.311111111,31.2
2020_09_01,2020,9,1,4.507407407,0,0,0,NA,NA,NA,8.688888889,36.54736842
2020_09_02,2020,9,2,1.92962963,0,0,0,NA,NA,NA,8.277777778,28.03684211
2020_09_03,2020,9,3,13.80185185,0,0,0,NA,NA,NA,6.447058824,29.22105263
2020_09_04,2020,9,4,5.837037037,0,0,0,NA,NA,NA,7.938888889,30.78947368
2020_09_05,2020,9,5,30.56481481,0,0,0,NA,NA,NA,7.829411765,34.29444444
2020_09_06,2020,9,6,12.01851852,0,0,0,NA,NA,NA,7.170588235,33.03684211
2020_09_07,2020,9,7,0.368518519,0,0,0,NA,NA,NA,8.933333333,32.32631579
2020_09_08,2020,9,8,1.42962963,0,0,0,NA,NA,NA,8.966666667,36.08
2020_09_09,2020,9,9,1.237037037,0,0,0,NA,NA,NA,7.266666667,32.135
2020_09_10,2020,9,10,17.79814815,0,0,0,NA,NA,NA,8.064705882,34.66842105
2020_09_11,2020,9,11,16.59814815,0,0,0,NA,NA,NA,8.747058824,34.92105263
2020_09_12,2020,9,12,17.92777778,0,0,0,NA,NA,NA,7.194117647,38.20555556
2020_09_13,2020,9,13,26.6962963,0,0,0,NA,NA,NA,7.19375,43.63529412
2020_09_14,2020,9,14,10.52407407,0,0,0,NA,NA,NA,6.8875,39.05882353
2020_09_15,2020,9,15,0.088888889,0,0,0,NA,NA,NA,7.576470588,27.47777778
2020_09_16,2020,9,16,16.20925926,0,0,0,NA,NA,NA,9.1,53.47894737
2020_09_17,2020,9,17,0.298148148,0,0,0,NA,NA,NA,8.716666667,38.715
2020_09_18,2020,9,18,0.011111111,0,0,0,NA,NA,NA,9.611111111,32.97368421
2020_09_19,2020,9,19,11.24074074,0,0,0,NA,NA,NA,9.047058824,40
2020_09_20,2020,9,20,1.075925926,0,0,0,NA,NA,NA,8.172222222,31.5
2020_09_21,2020,9,21,5.485185185,0,0,0,NA,NA,NA,7.670588235,29.65789474
2020_09_22,2020,9,22,0.403703704,0,0,0,NA,NA,NA,8.138888889,27.325
2020_09_23,2020,9,23,0.003703704,0,0,0,NA,NA,NA,7.31875,28.7
2020_09_24,2020,9,24,5.437037037,0,0,0,NA,NA,NA,8.793333333,38.17222222
2020_09_25,2020,9,25,26.75740741,0,0,0,NA,NA,NA,7.7125,41.79411765
2020_09_26,2020,9,26,42.16296296,0,0,0,NA,NA,NA,9.23125,35.28125
2020_09_27,2020,9,27,6.925925926,0,0,0,NA,NA,NA,8.80625,29.375
2020_09_28,2020,9,28,0.214814815,0,0,0,NA,NA,NA,8.4,34.19473684
2020_09_29,2020,9,29,5.057407407,0,0,0,NA,NA,NA,8.041176471,35.73684211
2020_09_30,2020,9,30,7.331481481,0,0,0,NA,NA,NA,7.74375,35.18947368
2020_10_01,2020,10,1,11.63333333,0,0,0,NA,NA,NA,6.370588235,27.01578947
2020_10_02,2020,10,2,12.85740741,0,0,0,NA,NA,NA,8.1,33.91578947
2020_10_03,2020,10,3,6.416666667,0,0,0,NA,NA,NA,11.04375,38.81176471
2020_10_04,2020,10,4,0,0,0,0,NA,NA,NA,7.435294118,25.46111111
2020_10_05,2020,10,5,0.003703704,0,0,0,NA,NA,NA,6.894117647,25.87368421
2020_10_06,2020,10,6,0.022222222,0,0,0,NA,NA,NA,8.341176471,31.58947368
2020_10_07,2020,10,7,5.768518519,0,0,0,NA,NA,NA,9.24375,40.16666667
2020_10_08,2020,10,8,17.21666667,0,0,0,NA,NA,NA,9.8375,45.23333333
2020_10_09,2020,10,9,0.033333333,0,0,0,NA,NA,NA,8.51875,30.08333333
2020_10_10,2020,10,10,10.7,0,0,0,NA,NA,NA,8,48.48823529
2020_10_11,2020,10,11,8.190740741,0,0,0,NA,NA,NA,10.3125,45.12352941
2020_10_12,2020,10,12,0.007407407,0,0,0,NA,NA,NA,12.65,40.41111111
2020_10_13,2020,10,13,0,0,0,0,NA,NA,NA,8.3,30.32222222
2020_10_14,2020,10,14,4.814814815,0,0,0,NA,NA,NA,8.45625,40.93888889
2020_10_15,2020,10,15,4.274074074,0,0,0,NA,NA,NA,9.59375,40.40555556
2020_10_16,2020,10,16,1.455555556,0,0,0,NA,NA,NA,9.05625,43.35882353
2020_10_17,2020,10,17,0,0,0,0,NA,NA,NA,8.28125,28.55294118
2020_10_18,2020,10,18,4.498148148,0,0,0,NA,NA,NA,7.86875,38.12352941
2020_10_19,2020,10,19,0.87037037,0,0,0,NA,NA,NA,7.95,32.44444444
2020_10_20,2020,10,20,2.712962963,0,0,0,NA,NA,NA,6.38125,28.62777778
2020_10_21,2020,10,21,2.140740741,0,0,0,NA,NA,NA,7.7375,32.2
2020_10_22,2020,10,22,11.31666667,0,0,0,NA,NA,NA,10.48,40.92352941
2020_10_23,2020,10,23,0.611111111,0,0,0,NA,NA,NA,7.34,24.25333333
2020_10_24,2020,10,24,2.255555556,0,0,0,NA,NA,NA,6.04,22.71333333
2020_10_25,2020,10,25,6.481481481,0,0,0,NA,NA,NA,8.626666667,41.81333333
2020_10_26,2020,10,26,9.042592593,0,0,0,NA,NA,NA,6.786666667,35.8125
2020_10_27,2020,10,27,0.037037037,0,0,0,NA,NA,NA,8.053333333,34.26875
2020_10_28,2020,10,28,10.40925926,0,0,0,NA,NA,NA,6.485714286,28.54666667
2020_10_29,2020,10,29,0.175925926,0,0,0,NA,NA,NA,8.00625,28.38235294
2020_10_30,2020,10,30,0.077777778,0,0,0,NA,NA,NA,7.225,24.29411765
2020_10_31,2020,10,31,29.68518519,0,0,0,NA,NA,NA,7.24375,37
2020_11_01,2020,11,1,0.133333333,0,0,0,NA,NA,NA,8.85,31.11176471
2020_11_02,2020,11,2,26.59259259,0,0,0,NA,NA,NA,7.405882353,39.78947368
2020_11_03,2020,11,3,2.174074074,0,0,0,NA,NA,NA,5.888235294,22.44736842
2020_11_04,2020,11,4,30.48333333,0,0,0,NA,NA,NA,6,39.42105263
2020_11_05,2020,11,5,0.027777778,0,0,0,NA,NA,NA,6.535294118,22.14444444
2020_11_06,2020,11,6,0,0,0,0,NA,NA,NA,6.594117647,24.05555556
2020_11_07,2020,11,7,30.97777778,0,0,0,NA,NA,NA,6.294117647,36.1
2020_11_08,2020,11,8,9.114814815,0,0,0,NA,NA,NA,6.470588235,33.75882353
2020_11_09,2020,11,9,2.107407407,0,0,0,NA,NA,NA,6.747058824,28.41052632
2020_11_10,2020,11,10,8.755555556,0,0,0,NA,NA,NA,5.717647059,27.09473684
2020_11_11,2020,11,11,0.003703704,0,0,0,NA,NA,NA,7.317647059,27.35789474
2020_11_12,2020,11,12,0,0,0,0,NA,NA,NA,9.876470588,30.77368421
2020_11_13,2020,11,13,2.2,0,0,0,NA,NA,NA,8.788235294,30.74210526
2020_11_14,2020,11,14,4.812962963,0,0,0,NA,NA,NA,7.482352941,28.42222222
2020_11_15,2020,11,15,33.82777778,0,0,0,NA,NA,NA,8.523529412,35.08888889
2020_11_16,2020,11,16,6.37037037,0,0,0,NA,NA,NA,10.01176471,36.49444444
2020_11_17,2020,11,17,9.011111111,0,0,0,NA,NA,NA,7.141176471,33.91111111
2020_11_18,2020,11,18,0.022222222,0,0,0,NA,NA,NA,6.547058824,22.38888889
2020_11_19,2020,11,19,7.842592593,0,0,0,NA,NA,NA,6.1,30.7
2020_11_20,2020,11,20,7.288888889,0,0,0,NA,NA,NA,6.235294118,34.43888889
2020_11_21,2020,11,21,21.08333333,0,0,0,NA,NA,NA,7.117647059,32.05555556
2020_11_22,2020,11,22,38.00740741,0,0,0,NA,NA,NA,6.676470588,40.96111111
2020_11_23,2020,11,23,19.86666667,0,0,0,NA,NA,NA,6.458823529,33.07777778
2020_11_24,2020,11,24,0.231481481,0,0,0,NA,NA,NA,6.3,20.22222222
2020_11_25,2020,11,25,1.511111111,0,0,0,NA,NA,NA,7.3875,20.78823529
2020_11_26,2020,11,26,1.859259259,0,0,0,NA,NA,NA,6.506666667,18.91333333
2020_11_27,2020,11,27,0.674074074,0,0,0,NA,NA,NA,7.34,23.60666667
2020_11_28,2020,11,28,3.412962963,0,0,0,NA,NA,NA,6.513333333,30.78
2020_11_29,2020,11,29,0.025925926,0,0,0,NA,NA,NA,7.98,24.89333333
2020_11_30,2020,11,30,7.766666667,0,0,0,NA,NA,NA,7.471428571,31.36666667
2020_12_01,2020,12,1,0.077777778,0,0,0,NA,NA,NA,7.65,28.85625
2020_12_02,2020,12,2,2.555555556,0,0,0,NA,NA,NA,6.93125,34.25882353
2020_12_03,2020,12,3,21.08703704,0,0,0,NA,NA,NA,8.2,39.12222222
2020_12_04,2020,12,4,14.72592593,0,0,0,NA,NA,NA,10.425,37.86111111
2020_12_05,2020,12,5,2.433333333,0,0,0,NA,NA,NA,12.44375,39.6125
2020_12_06,2020,12,6,2.27037037,0,0,0,NA,NA,NA,12.95625,37.21176471
2020_12_07,2020,12,7,4.881481481,0,0,0,NA,NA,NA,11.22666667,38.10588235
2020_12_08,2020,12,8,2.142592593,0,0,0,NA,NA,NA,11.44666667,36.84375
2020_12_09,2020,12,9,13.39259259,0,0,0,NA,NA,NA,8.693333333,30.3
2020_12_10,2020,12,10,6.542592593,0,0,0,NA,NA,NA,7.98,34.91764706
2020_12_11,2020,12,11,0.085185185,0,0,0,NA,NA,NA,7.84375,34.75555556
2020_12_12,2020,12,12,15.31851852,0,0,0,NA,NA,NA,8.20625,39.20588235
2020_12_13,2020,12,13,0.975925926,0,0,0,NA,NA,NA,7.3875,28.22941176
2020_12_14,2020,12,14,28.18148148,0,0,0,NA,NA,NA,7.88125,33.64117647
2020_12_15,2020,12,15,14.21111111,0,0,0,NA,NA,NA,7.26875,35.17777778
2020_12_16,2020,12,16,10.02222222,0,0,0,NA,NA,NA,6.48,32.32352941
2020_12_17,2020,12,17,10.62592593,0,0,0,NA,NA,NA,7.546666667,33.40588235
2020_12_18,2020,12,18,4.231481481,0,0,0,NA,NA,NA,7.9,37.06470588
2020_12_19,2020,12,19,0.022222222,0,0,0,NA,NA,NA,8.642857143,26.11333333
2020_12_20,2020,12,20,2.511111111,0,0,0,NA,NA,NA,10.06428571,34.04666667
2020_12_21,2020,12,21,0.446296296,0,0,0,NA,NA,NA,8.278571429,33.53125
2020_12_22,2020,12,22,5.238888889,0,0,0,NA,NA,NA,9.578571429,32.20625
2020_12_23,2020,12,23,0.644444444,0,0,0,NA,NA,NA,8.871428571,28.87333333
2020_12_24,2020,12,24,5.888888889,0,0,0,NA,NA,NA,6.721428571,24.95333333
2020_12_25,2020,12,25,1.827777778,0,0,0,NA,NA,NA,7.935714286,29.13571429
2020_12_26,2020,12,26,30.05555556,0,0,0,NA,NA,NA,10.01428571,36.47142857
2020_12_27,2020,12,27,16.48703704,0,0,0,NA,NA,NA,8.964285714,29.05714286
2020_12_28,2020,12,28,4.57037037,0,0,0,NA,NA,NA,11.45333333,34.88823529
2020_12_29,2020,12,29,9.5,0,0,0,NA,NA,NA,7.76,28.03529412
2020_12_30,2020,12,30,0.974074074,0,0,0,NA,NA,NA,9.733333333,33.57647059
2020_12_31,2020,12,31,16.55925926,0,0,0,NA,NA,NA,9.746666667,33.21333333
2021_01_01,2021,1,1,70.89811321,0,0,0,NA,NA,NA,9.95625,44.55294118
2021_01_02,2021,1,2,106.1528302,0,0,0,NA,NA,NA,9.04375,39.72941176
2021_01_03,2021,1,3,2.367924528,0,0,0,NA,NA,NA,6.93125,19.61176471
2021_01_04,2021,1,4,0.1,0,0,0,NA,NA,NA,7.578571429,22.13125
2021_01_05,2021,1,5,0.313207547,0,0,0,NA,NA,NA,9.586666667,31.91764706
2021_01_06,2021,1,6,0.301886792,0,0,0,NA,NA,NA,9.76875,34.35
2021_01_07,2021,1,7,1.864150943,0,0,0,NA,NA,NA,8.64375,26.35555556
2021_01_08,2021,1,8,8.264150943,0,0,0,NA,NA,NA,9.288235294,35.97368421
2021_01_09,2021,1,9,29.48679245,0,0,0,NA,NA,NA,9.594117647,37.33333333
2021_01_10,2021,1,10,81.33207547,0,0,0,NA,NA,NA,9.775,32.73529412
2021_01_11,2021,1,11,2.398113208,0,0,0,NA,NA,NA,12.75,41.88333333
2021_01_12,2021,1,12,13.26226415,0,0,0,NA,NA,NA,13.03529412,47.11666667
2021_01_13,2021,1,13,1.598113208,0,0,0,NA,NA,NA,10.98823529,40.48947368
2021_01_14,2021,1,14,0.003773585,0,0,0,NA,NA,NA,10.81176471,35.35263158
2021_01_15,2021,1,15,0,0,0,0,NA,NA,NA,10.86470588,32.61052632
2021_01_16,2021,1,16,0,0,0,0,NA,NA,NA,11.38125,31.10588235
2021_01_17,2021,1,17,0,0,0,0,NA,NA,NA,15.21875,42.32352941
2021_01_18,2021,1,18,0,0,0,0,NA,NA,NA,16.5,50.70555556
2021_01_19,2021,1,19,0,0,0,0,NA,NA,NA,12.7875,35.67222222
2021_01_20,2021,1,20,0,0,0,0,NA,NA,NA,11.04117647,32.05789474
2021_01_21,2021,1,21,16.18490566,0,0,0,NA,NA,NA,10.08823529,32.21578947
2021_01_22,2021,1,22,7.947169811,0,0,0,NA,NA,NA,8.641176471,28.66842105
2021_01_23,2021,1,23,20.31132075,0,0,0,NA,NA,NA,9.535294118,32.69444444
2021_01_24,2021,1,24,3.328301887,0,0,0,NA,NA,NA,10.46470588,32.38888889
2021_01_25,2021,1,25,2.650943396,0,0,0,NA,NA,NA,10.21176471,30.99473684
2021_01_26,2021,1,26,0,0,0,0,NA,NA,NA,10.24375,30.97368421
2021_01_27,2021,1,27,2.09245283,0,0,0,NA,NA,NA,9.805882353,29.72105263
2021_01_28,2021,1,28,10.35471698,0,0,0,NA,NA,NA,10.8,37.87777778
2021_01_29,2021,1,29,0,0,0,0,NA,NA,NA,12.84705882,37.71578947
2021_01_30,2021,1,30,0.026415094,0,0,0,NA,NA,NA,13.24117647,41.37777778
2021_01_31,2021,1,31,1.358490566,0,0,0,NA,NA,NA,11.61176471,34.31666667
2021_02_01,2021,2,1,0,0,0,0,NA,NA,NA,12.62352941,36.78947368
2021_02_02,2021,2,2,0,0,0,0,NA,NA,NA,12.9,39.21578947
2021_02_03,2021,2,3,0,0,0,0,NA,NA,NA,12.7,37.08333333
2021_02_04,2021,2,4,0,0,0,0,NA,NA,NA,13.71176471,42.22105263
2021_02_05,2021,2,5,0.275471698,0,0,0,NA,NA,NA,12.28235294,37.40526316
2021_02_06,2021,2,6,0,0,0,0,NA,NA,NA,13.73529412,38.16111111
2021_02_07,2021,2,7,0,0,0,0,NA,NA,NA,12.93529412,37.54444444
2021_02_08,2021,2,8,0.2,0,0,0,NA,NA,NA,13.11764706,39.40526316
2021_02_09,2021,2,9,1.664150943,0,0,0,NA,NA,NA,11.02941176,33.24736842
2021_02_10,2021,2,10,4.726415094,0,0,0,NA,NA,NA,10.65294118,30.77368421
2021_02_11,2021,2,11,7.549056604,0,0,0,NA,NA,NA,11.3,32.75789474
2021_02_12,2021,2,12,5.366037736,0,0,0,NA,NA,NA,11.95294118,38.82222222
2021_02_13,2021,2,13,5.041509434,0,0,0,NA,NA,NA,11.75882353,36.72777778
2021_02_14,2021,2,14,2.416981132,0,0,0,NA,NA,NA,12.45294118,35.47777778
2021_02_15,2021,2,15,0.030188679,0,0,0,NA,NA,NA,12.99411765,38.52105263
2021_02_16,2021,2,16,0,0,0,0,NA,NA,NA,12.20588235,35.71052632
2021_02_17,2021,2,17,0,0,0,0,NA,NA,NA,13.03529412,36.14736842
2021_02_18,2021,2,18,0,0,0,0,NA,NA,NA,15.08235294,41.35263158
2021_02_19,2021,2,19,0,0,0,0,NA,NA,NA,15.34117647,42.75
2021_02_20,2021,2,20,0.030188679,0,0,0,NA,NA,NA,14.98235294,41.74705882
2021_02_21,2021,2,21,0.037735849,0,0,0,NA,NA,NA,13.28235294,36.84705882
2021_02_22,2021,2,22,0,0,0,0,NA,NA,NA,12.8,35.63888889
2021_02_23,2021,2,23,0,0,0,0,NA,NA,NA,11.75882353,34.09473684
2021_02_24,2021,2,24,2.098113208,0,0,0,NA,NA,NA,10.08235294,29.26315789
2021_02_25,2021,2,25,1.920754717,0,0,0,NA,NA,NA,9.9,30.08947368
2021_02_26,2021,2,26,0.01509434,0,0,0,NA,NA,NA,9.317647059,30.95
2021_02_27,2021,2,27,0,0,0,0,NA,NA,NA,8.282352941,30.3
2021_02_28,2021,2,28,0.154716981,0,0,0,NA,NA,NA,9.470588235,27.7
2021_03_01,2021,3,1,0.155555556,0,0,0,NA,NA,NA,10.01764706,30.25555556
2021_03_02,2021,3,2,0.011111111,0,0,0,NA,NA,NA,11.88333333,36.70526316
2021_03_03,2021,3,3,0,0,0,0,NA,NA,NA,10.50555556,33.9
